sensorspeed,units,gravity,Accuracy
-1.584,3.325,12.028,5
-1.479,3.151,12.337,5
-1.251,2.93,12.361,5
-0.997,2.801,12.191,5
-0.756,2.715,11.842,5
-0.593,2.612,11.401,5
-0.425,2.557,10.824,5
-0.308,2.578,10.24,5
-0.246,2.672,9.677,5
-0.224,2.82,9.215,5
-0.26,3.007,8.82,5
-0.344,3.23,8.437,5
-0.456,3.392,8.08,5
-0.607,3.61,7.743,5
-0.763,3.771,7.479,5
-0.89,3.907,7.221,5
-0.95,4.046,6.998,5
-0.99,4.151,6.78,5
-0.99,4.228,6.512,6
-0.957,4.276,6.328,5
-0.99,4.328,6.06,5
-0.978,4.34,5.882,5
-0.921,4.331,5.784,5
-0.878,4.319,5.827,5
-0.849,4.3,5.875,5
-0.799,4.285,5.964,5
-0.758,4.185,6.1,5
-0.681,4.099,6.289,5
-0.602,4.005,6.675,5
-0.564,3.864,7.168,5
-0.48,3.802,7.671,5
-0.416,3.74,8.063,5
-0.37,3.668,8.298,5
-0.291,3.558,8.509,5
-0.203,3.531,8.619,5
-0.128,3.512,8.7,5
-0.143,3.455,8.76,5
-0.114,3.428,8.854,5
-0.088,3.443,8.959,5
-0.092,3.44,9.095,5
-0.037,3.45,9.198,5
0.026,3.404,9.191,5
0.041,3.431,9.179,5
0.002,3.392,9.146,6
-0.049,3.402,9.122,5
-0.037,3.457,9.131,5
0,3.488,9.079,5
0.069,3.529,8.995,5
0.156,3.529,8.94,5
0.23,3.517,8.727,5
0.316,3.479,8.605,5
0.419,3.455,8.559,5
0.455,3.438,8.497,5
0.496,3.402,8.492,5
0.527,3.44,8.504,5
0.618,3.435,8.504,5
0.663,3.419,8.571,5
0.646,3.397,8.698,5
0.706,3.376,8.854,5
0.804,3.328,9.012,5
0.864,3.268,9.079,5
0.859,3.277,9.1,5
0.9,3.304,9.165,5
0.946,3.282,9.198,5
0.998,3.328,9.232,5
1.051,3.376,9.244,5
1.097,3.388,9.234,5
1.111,3.44,9.294,5
1.092,3.476,9.474,6
1.099,3.498,9.62,5
1.111,3.538,9.737,5
1.12,3.562,9.756,5
1.135,3.613,9.61,5
1.142,3.728,9.536,5
1.228,3.886,9.514,5
1.329,4.106,9.457,5
1.401,4.336,9.263,5
1.362,4.51,9.165,5
1.348,4.68,9.028,5
1.348,4.771,8.849,5
1.405,4.865,8.593,5
1.377,5.04,8.293,5
1.132,5.205,7.908,5
0.994,5.181,7.4,5
0.709,5.164,6.909,5
0.297,5.104,6.637,5
-0.171,4.982,6.639,5
-0.629,4.791,7.017,5
-1.048,4.623,7.659,5
-1.366,4.482,8.629,5
-1.467,4.305,9.799,5
-1.493,4.07,10.915,5
-1.359,3.672,11.928,6
-1.108,3.194,13.02,5
-0.904,2.801,13.965,5
-0.703,2.487,14.87,5
-0.442,2.267,15.66,5
-0.195,2.066,16.098,5
-0.107,1.953,16.082,5
-0.097,2.071,15.471,5
-0.145,2.377,14.746,5
-0.305,2.729,13.776,5
-0.48,3.139,12.665,5
-0.648,3.502,11.691,5
-0.832,3.828,10.908,5
-0.983,4.044,10.199,5
-1.098,4.261,9.519,5
-1.196,4.491,8.827,5
-1.211,4.719,8.286,5
-1.206,4.877,7.85,5
-1.153,5.025,7.475,5
-1.043,5.138,7.142,5
-0.993,5.164,6.957,5
-0.976,5.114,6.914,5
-1.012,5.035,6.991,5
-1.091,4.905,7.135,5
-1.12,4.807,7.391,5
-1.115,4.716,7.609,6
-1.184,4.566,7.951,5
-1.304,4.455,8.159,5
-1.469,4.328,8.303,5
-1.555,4.259,8.344,5
-1.608,4.182,8.382,5
-1.677,4.039,8.344,5
-1.773,4.01,8.298,5
-1.878,4.022,8.171,5
-1.962,3.981,8.004,5
-2.087,3.957,7.74,5
-2.187,3.926,7.463,5
-2.257,3.965,7.175,5
-2.329,3.919,6.914,5
-2.269,3.89,6.713,5
-2.137,3.795,6.605,5
-2.017,3.67,6.567,5
-1.816,3.522,6.589,5
-1.524,3.359,6.682,5
-1.213,3.174,6.945,5
-0.95,3.038,7.317,5
-0.705,2.935,7.69,5
-0.499,2.861,8.107,5
-0.116,2.808,8.521,5
0.266,2.763,8.684,6
0.558,2.674,8.705,5
0.831,2.609,8.751,5
0.986,2.588,8.643,5
1.058,2.653,8.36,5
1.13,2.744,8.162,5
1.18,2.799,7.956,5
1.101,2.899,7.594,5
1.017,3.069,7.293,5
0.917,3.256,7.113,5
0.735,3.402,6.926,5
0.563,3.601,6.763,5
0.364,3.747,6.68,5
0.074,3.874,6.632,5
-0.231,3.989,6.665,5
-0.533,4.113,6.735,5
-0.782,4.245,6.967,5
-0.959,4.245,7.209,5
-1.038,4.216,7.479,5
-1.057,4.199,7.716,5
-0.993,4.161,7.92,5
-0.897,4.094,8.135,5
-0.837,4.015,8.391,5
-0.724,3.972,8.636,5
-0.593,3.888,8.983,6
-0.416,3.778,9.337,5
-0.265,3.653,9.567,5
-0.136,3.555,9.716,5
-0.025,3.486,9.871,5
0.05,3.481,9.991,5
0.129,3.467,10.065,5
0.153,3.519,10.015,5
0.191,3.579,9.984,5
0.232,3.613,9.948,5
0.338,3.637,9.945,5
0.421,3.689,9.852,5
0.488,3.761,9.806,5
0.464,3.84,9.732,5
0.491,3.914,9.553,5
0.472,3.984,9.423,5
0.4,4.094,9.301,5
0.359,4.211,9.261,5
0.335,4.319,9.191,5
0.373,4.364,9.069,5
0.335,4.477,8.93,5
0.259,4.568,8.791,5
0.201,4.64,8.729,5
0.132,4.728,8.708,5
0.074,4.767,8.684,5
0.05,4.779,8.803,6
0.103,4.793,8.916,5
0.218,4.788,8.992,5
0.335,4.791,9.119,5
0.393,4.724,9.177,5
0.467,4.654,9.208,5
0.527,4.611,9.251,5
0.567,4.566,9.251,5
0.615,4.542,9.239,5
0.728,4.489,9.301,5
0.833,4.446,9.409,5
0.95,4.496,9.498,5
1.094,4.594,9.622,5
1.288,4.776,9.84,5
1.547,5.064,9.986,5
1.697,5.356,9.862,5
1.753,5.521,9.471,5
1.678,5.609,8.921,5
1.451,5.54,8.561,5
1.123,5.392,8.336,5
0.759,5.346,8.305,5
0.424,5.315,8.303,5
0.103,5.305,8.377,5
-0.152,5.363,8.423,5
-0.399,5.394,8.585,5
-0.54,5.389,8.789,6
-0.669,5.344,9.222,5
-0.789,5.267,9.644,5
-0.847,5.159,10.125,5
-0.959,4.956,10.635,5
-0.849,4.707,10.949,5
-0.655,4.489,11.375,5
-0.509,4.264,11.6,5
-0.322,4.034,11.645,5
-0.195,3.84,11.64,5
-0.013,3.553,11.535,5
0.053,3.318,11.329,5
0.06,3.141,11.147,5
0.041,3,10.975,5
0.022,2.964,10.793,5
0.072,2.925,10.587,5
0.17,2.882,10.383,5
0.35,2.914,10.127,5
0.584,2.966,9.917,5
0.874,2.966,9.613,5
1.154,3.033,9.316,5
1.365,3.16,8.928,5
1.547,3.261,8.559,5
1.707,3.395,8.229,5
1.781,3.474,7.853,6
1.812,3.546,7.477,5
1.796,3.637,7.19,5
1.762,3.73,7.07,5
1.705,3.835,7.108,5
1.599,3.933,7.216,5
1.494,4.058,7.331,5
1.393,4.23,7.417,5
1.343,4.336,7.393,5
1.31,4.434,7.336,5
1.276,4.46,7.249,5
1.278,4.47,7.211,5
1.259,4.479,7.261,5
1.211,4.391,7.321,5
1.128,4.314,7.312,5
0.998,4.288,7.357,5
0.824,4.271,7.494,5
0.687,4.238,7.613,5
0.627,4.235,7.843,5
0.484,4.202,8.09,5
0.388,4.115,8.315,5
0.333,4.051,8.523,5
0.326,3.972,8.731,5
0.33,3.852,8.925,5
0.388,3.744,8.94,5
0.469,3.661,8.906,6
0.668,3.584,8.897,5
0.821,3.524,8.868,5
0.96,3.522,8.854,5
1.082,3.5,8.789,5
1.207,3.536,8.676,5
1.314,3.603,8.619,5
1.41,3.634,8.569,5
1.487,3.759,8.478,5
1.539,3.838,8.377,5
1.563,3.924,8.267,5
1.573,4.008,8.135,5
1.602,4.123,7.932,5
1.604,4.211,7.752,5
1.597,4.295,7.573,5
1.611,4.34,7.448,5
1.64,4.328,7.317,5
1.664,4.352,7.261,5
1.647,4.345,7.312,5
1.64,4.352,7.372,5
1.594,4.364,7.467,5
1.602,4.381,7.652,5
1.623,4.408,7.917,5
1.561,4.434,8.159,5
1.52,4.448,8.346,6
1.513,4.434,8.451,5
1.482,4.412,8.523,5
1.475,4.415,8.533,5
1.472,4.393,8.526,5
1.427,4.408,8.48,5
1.369,4.391,8.384,5
1.312,4.369,8.233,5
1.252,4.431,8.099,5
1.147,4.458,7.987,5
1.075,4.503,7.836,5
1.017,4.532,7.697,5
0.982,4.635,7.604,5
0.95,4.712,7.563,5
0.915,4.762,7.618,5
0.886,4.788,7.666,5
0.891,4.843,7.747,5
0.97,4.886,7.886,5
1.044,4.915,7.949,5
1.149,4.87,8.059,5
1.238,4.877,8.255,5
1.324,4.886,8.389,5
1.398,4.87,8.506,5
1.465,4.843,8.662,5
1.515,4.834,8.763,6
1.532,4.771,8.751,5
1.556,4.709,8.652,5
1.592,4.661,8.538,5
1.585,4.642,8.37,5
1.63,4.695,8.274,5
1.671,4.704,8.138,5
1.69,4.769,8.013,5
1.597,4.853,7.917,5
1.515,4.949,7.838,5
1.496,5.025,7.829,5
1.492,5.08,7.879,5
1.494,5.143,7.934,5
1.52,5.15,7.98,5
1.592,5.166,7.984,5
1.623,5.157,8.042,5
1.626,5.092,8.107,5
1.638,5.047,8.157,5
1.63,5.004,8.255,5
1.614,4.956,8.363,5
1.587,4.956,8.427,5
1.556,4.968,8.559,5
1.539,4.953,8.724,5
1.492,4.963,8.925,5
1.525,4.915,9.167,6
1.508,4.905,9.366,5
1.489,4.841,9.443,5
1.46,4.786,9.45,5
1.472,4.738,9.428,5
1.429,4.726,9.349,5
1.381,4.683,9.332,5
1.314,4.7,9.306,5
1.326,4.75,9.323,5
1.345,4.819,9.342,5
1.393,5.028,9.263,5
1.475,5.313,9.15,5
1.504,5.576,9.021,5
1.425,5.722,8.801,5
1.322,5.746,8.676,5
1.195,5.672,8.676,5
1.087,5.533,8.815,5
0.958,5.406,8.873,5
0.819,5.324,8.983,5
0.627,5.351,9.134,5
0.491,5.444,9.182,5
0.297,5.557,9.213,5
0.16,5.53,9.119,5
0.081,5.439,9.043,5
0.01,5.248,9.014,6
-0.155,5.052,9.016,5
-0.37,4.898,9.112,5
-0.535,4.676,9.328,5
-0.576,4.475,9.546,5
-0.543,4.355,9.816,5
-0.454,4.154,10.113,5
-0.42,3.945,10.357,5
-0.341,3.799,10.647,5
-0.26,3.584,10.855,5
-0.2,3.402,10.949,5
-0.126,3.27,10.975,5
0.01,3.189,11.001,5
0.175,3.182,10.968,5
0.306,3.191,10.87,5
0.357,3.27,10.666,5
0.395,3.33,10.429,5
0.414,3.421,10.247,5
0.424,3.502,10.096,5
0.455,3.577,9.936,5
0.45,3.603,9.756,5
0.505,3.661,9.644,5
0.488,3.706,9.493,5
0.541,3.704,9.407,5
0.579,3.646,9.332,5
0.642,3.637,9.203,6
0.668,3.562,9.019,5
0.766,3.543,8.837,5
0.848,3.546,8.672,5
0.91,3.517,8.564,5
0.934,3.469,8.418,5
0.917,3.447,8.358,5
0.871,3.392,8.303,5
0.826,3.304,8.214,5
0.711,3.23,8.099,5
0.536,3.222,8.013,5
0.294,3.261,7.996,5
0.091,3.273,7.925,5
-0.162,3.309,7.874,5
-0.449,3.368,7.819,5
-0.715,3.428,7.75,5
-0.818,3.443,7.767,5
-0.825,3.435,7.788,5
-0.744,3.428,7.805,5
-0.547,3.44,7.853,5
-0.337,3.426,7.8,5
-0.104,3.359,7.74,5
0.134,3.277,7.654,5
0.39,3.201,7.589,5
0.627,3.158,7.53,6
0.8,3.122,7.446,5
0.97,3.153,7.381,5
1.142,3.129,7.405,5
1.324,3.167,7.453,5
1.444,3.215,7.477,5
1.563,3.261,7.455,5
1.659,3.263,7.41,5
1.753,3.263,7.393,5
1.76,3.325,7.324,5
1.81,3.438,7.245,5
1.822,3.601,7.269,5
1.803,3.749,7.34,5
1.815,3.881,7.384,5
1.721,4.032,7.396,5
1.611,4.211,7.376,5
1.458,4.343,7.355,5
1.314,4.434,7.369,5
1.178,4.539,7.396,5
1.082,4.613,7.458,5
0.967,4.652,7.419,5
0.797,4.714,7.455,5
0.651,4.719,7.522,5
0.531,4.709,7.621,5
0.486,4.709,7.712,5
0.484,4.7,7.807,6
0.498,4.68,8.004,5
0.498,4.664,8.133,5
0.51,4.654,8.329,5
0.606,4.575,8.523,5
0.713,4.496,8.626,5
0.862,4.396,8.729,5
1.006,4.305,8.83,5
1.12,4.235,8.889,5
1.216,4.139,8.988,5
1.336,4.082,9.16,5
1.384,4.024,9.285,5
1.439,4.041,9.318,5
1.46,4.029,9.445,5
1.463,4.034,9.61,5
1.458,4.041,9.658,5
1.386,4.034,9.737,5
1.341,4.036,9.766,5
1.288,4.07,9.821,5
1.262,4.144,9.85,5
1.173,4.202,9.859,5
1.089,4.254,9.888,5
1.063,4.276,10.012,5
0.96,4.3,10.199,5
0.871,4.305,10.34,5
0.783,4.338,10.4,6
0.78,4.328,10.434,5
0.749,4.321,10.362,5
0.713,4.3,10.278,5
0.598,4.326,10.304,5
0.558,4.328,10.254,5
0.539,4.295,10.206,5
0.498,4.297,10.211,5
0.546,4.297,10.233,5
0.548,4.283,10.271,5
0.551,4.245,10.304,5
0.661,4.238,10.292,5
0.816,4.314,10.283,5
1.022,4.501,10.199,5
1.262,4.788,9.924,5
1.389,5.042,9.584,5
1.432,5.145,9.311,5
1.403,5.085,9.098,5
1.317,4.963,8.901,5
1.197,4.87,8.837,5
1.08,4.781,8.81,5
0.979,4.738,8.866,5
0.867,4.647,9.091,5
0.84,4.58,9.38,5
0.778,4.515,9.711,6
0.673,4.422,10.041,5
0.622,4.302,10.331,5
0.634,4.166,10.549,5
0.661,4.003,10.776,5
0.697,3.761,10.989,5
0.706,3.534,11.207,5
0.68,3.265,11.351,5
0.764,2.988,11.521,5
0.735,2.799,11.624,5
0.673,2.688,11.715,5
0.699,2.54,11.803,5
0.802,2.43,11.904,5
0.816,2.411,11.789,5
0.864,2.425,11.583,5
0.936,2.466,11.238,5
1.077,2.514,10.819,5
1.231,2.581,10.362,5
1.369,2.638,9.986,5
1.446,2.684,9.536,5
1.468,2.803,9.167,5
1.542,2.873,8.844,5
1.587,2.918,8.526,5
1.681,2.961,8.145,5
1.755,3.04,7.776,6
1.764,3.148,7.585,5
1.786,3.265,7.489,5
1.772,3.385,7.508,5
1.791,3.488,7.53,5
1.836,3.553,7.539,5
1.8,3.517,7.544,5
1.707,3.464,7.513,5
1.645,3.402,7.556,5
1.604,3.354,7.659,5
1.585,3.265,7.776,5
1.547,3.163,7.91,5
1.441,3.112,8.037,5
1.226,3.036,8.257,5
0.994,2.947,8.478,5
0.661,2.89,8.82,5
0.328,2.827,9.194,5
0.074,2.782,9.644,5
-0.078,2.775,10.118,5
-0.145,2.717,10.46,5
-0.136,2.66,10.879,5
-0.2,2.564,11.145,5
-0.21,2.471,11.336,5
-0.179,2.425,11.435,5
-0.119,2.32,11.367,6
0.017,2.231,11.028,5
0.132,2.176,10.544,5
0.242,2.226,10.048,5
0.318,2.231,9.522,5
0.357,2.265,8.964,5
0.338,2.423,8.478,5
0.227,2.607,8.119,5
0.165,2.775,7.843,5
0.053,2.914,7.57,5
-0.068,3.088,7.331,5
-0.042,3.263,7.158,5
-0.018,3.412,6.833,5
-0.006,3.562,6.596,5
0.079,3.692,6.356,5
0.153,3.771,6.079,5
0.22,3.842,5.858,5
0.273,3.883,5.633,5
0.199,3.965,5.545,5
0.048,4.046,5.43,5
-0.049,4.214,5.341,5
-0.1,4.398,5.451,5
-0.164,4.479,5.6,5
-0.267,4.518,5.751,5
-0.385,4.606,5.724,5
-0.545,4.736,5.705,6
-0.55,4.738,5.918,5
-0.607,4.74,6.213,5
-0.643,4.702,6.493,5
-0.681,4.616,6.809,5
-0.657,4.554,7.194,5
-0.643,4.465,7.609,5
-0.662,4.396,8.013,5
-0.59,4.29,8.363,5
-0.605,4.221,8.748,5
-0.622,4.202,9.15,5
-0.586,4.115,9.438,5
-0.559,4.036,9.706,5
-0.533,3.962,9.876,5
-0.581,3.883,9.953,5
-0.679,3.862,10.029,5
-0.806,3.943,10.051,5
-0.885,3.96,10.048,5
-0.854,3.981,10.046,5
-0.768,3.979,10.012,5
-0.715,3.965,9.933,5
-0.638,3.929,9.795,5
-0.602,3.888,9.639,5
-0.559,3.842,9.517,5
-0.566,3.833,9.404,6
-0.521,3.785,9.39,5
-0.425,3.773,9.433,5
-0.375,3.728,9.411,5
-0.322,3.67,9.435,5
-0.171,3.586,9.452,5
-0.045,3.55,9.546,5
0.074,3.488,9.632,5
0.218,3.452,9.727,5
0.321,3.392,9.945,5
0.417,3.443,10.12,5
0.529,3.536,10.295,5
0.79,3.627,10.314,5
1.001,3.845,10.154,5
1.097,4.058,9.821,5
1.159,4.182,9.428,5
1.18,4.288,9.107,5
1.166,4.362,8.885,5
1.113,4.443,8.703,5
0.996,4.494,8.466,5
0.764,4.597,8.375,5
0.517,4.625,8.281,5
0.321,4.554,8.265,5
0.239,4.434,8.37,5
0.136,4.206,8.487,6
0.007,3.979,8.672,5
-0.057,3.807,8.966,5
-0.176,3.627,9.385,5
-0.241,3.546,9.909,5
-0.339,3.44,10.462,5
-0.456,3.258,11.032,5
-0.545,3.028,11.684,5
-0.622,2.825,12.234,5
-0.648,2.672,12.548,5
-0.61,2.511,12.806,5
-0.499,2.456,12.979,5
-0.334,2.497,13.058,5
-0.116,2.576,12.96,5
0.124,2.681,12.715,5
0.373,2.767,12.22,5
0.558,2.866,11.585,5
0.735,2.937,10.8,5
0.836,2.966,10.19,5
0.898,3.009,9.696,5
0.941,3.045,9.138,5
1.017,3.136,8.731,5
0.984,3.265,8.528,5
0.936,3.359,8.389,5
0.943,3.431,8.387,5
0.946,3.534,8.482,6
0.831,3.615,8.578,5
0.852,3.598,8.667,5
0.771,3.534,8.705,5
0.646,3.395,8.82,5
0.603,3.258,9.024,5
0.46,3.258,9.335,5
0.273,3.234,9.701,5
0.215,3.198,10,5
0.146,3.151,10.178,5
0.019,3.038,10.309,5
-0.088,2.906,10.333,5
-0.186,2.791,10.448,5
-0.258,2.662,10.451,5
-0.305,2.526,10.453,5
-0.341,2.516,10.491,5
-0.408,2.504,10.467,5
-0.485,2.554,10.412,5
-0.459,2.597,10.364,5
-0.32,2.665,10.182,5
-0.171,2.676,9.986,5
0.031,2.674,9.72,5
0.172,2.688,9.44,5
0.373,2.7,9.095,5
0.553,2.789,8.755,6
0.737,2.801,8.449,5
0.941,2.856,8.157,5
1.118,2.935,7.932,5
1.223,3.028,7.652,5
1.336,3.131,7.319,5
1.434,3.253,7.168,5
1.48,3.356,7.072,5
1.504,3.469,7.029,5
1.556,3.577,7.065,5
1.568,3.701,7.187,5
1.537,3.804,7.269,5
1.487,3.914,7.328,5
1.446,4.029,7.364,5
1.386,4.137,7.331,5
1.372,4.211,7.326,5
1.367,4.266,7.35,5
1.319,4.319,7.312,5
1.228,4.355,7.276,5
1.125,4.386,7.34,5
0.979,4.431,7.52,5
0.836,4.429,7.815,5
0.706,4.47,8.056,5
0.627,4.506,8.267,5
0.546,4.532,8.518,5
0.429,4.51,8.755,6
0.381,4.453,9.04,5
0.309,4.403,9.234,5
0.223,4.331,9.292,5
0.199,4.214,9.337,5
0.239,4.144,9.38,5
0.263,4.063,9.435,5
0.409,4.051,9.534,5
0.536,4.008,9.615,5
0.67,3.91,9.672,5
0.869,3.816,9.677,5
1.006,3.78,9.608,5
1.092,3.661,9.543,5
1.147,3.601,9.478,5
1.178,3.541,9.373,5
1.266,3.471,9.359,5
1.329,3.457,9.471,5
1.3,3.462,9.613,5
1.195,3.548,9.739,5
1.135,3.627,9.759,5
1.053,3.72,9.749,5
1.025,3.804,9.569,5
0.95,3.833,9.397,5
0.955,3.883,9.213,5
0.929,3.921,9.088,6
0.828,3.984,9.014,5
0.646,4.012,8.949,5
0.464,4.053,9.04,5
0.35,4.051,9.129,5
0.218,4.065,9.273,5
0.132,4.053,9.466,5
0.134,4.041,9.584,5
0.146,4.051,9.711,5
0.213,4.075,9.756,5
0.357,4.187,9.804,5
0.527,4.431,9.689,5
0.74,4.652,9.493,5
0.898,4.781,9.273,5
1.049,4.731,9.1,5
1.132,4.585,8.976,5
1.149,4.388,8.854,5
1.142,4.163,8.7,5
1.061,4.044,8.55,5
0.953,4.017,8.437,5
0.8,4.094,8.356,5
0.666,4.206,8.296,5
0.44,4.235,8.437,5
0.132,4.12,8.715,5
-0.119,3.933,9.038,6
-0.423,3.72,9.28,5
-0.571,3.5,9.426,5
-0.751,3.359,10.034,5
-0.873,3.134,10.609,5
-0.952,2.875,11.028,5
-1.086,2.688,11.379,5
-1.115,2.578,11.65,5
-1.033,2.528,11.825,5
-0.839,2.518,11.861,5
-0.55,2.504,11.719,5
-0.255,2.605,11.463,5
0.05,2.686,10.96,5
0.309,2.727,10.412,5
0.548,2.667,9.804,5
0.828,2.676,9.22,5
1.039,2.653,8.743,5
1.221,2.674,8.32,5
1.353,2.758,7.91,5
1.47,2.906,7.599,5
1.568,3.091,7.489,5
1.657,3.275,7.465,5
1.714,3.519,7.532,5
1.736,3.704,7.697,5
1.76,3.795,7.882,6
1.743,3.819,8.066,5
1.784,3.737,8.236,5
1.731,3.632,8.37,5
1.645,3.546,8.48,5
1.515,3.423,8.545,5
1.396,3.359,8.554,5
1.166,3.337,8.521,5
0.972,3.306,8.394,5
0.692,3.268,8.286,5
0.357,3.237,8.21,5
0.05,3.196,8.152,5
-0.229,3.163,8.324,5
-0.432,3.158,8.626,5
-0.629,3.17,9.021,5
-0.777,3.186,9.443,5
-0.765,3.179,9.806,5
-0.679,3.127,10.13,5
-0.531,3.06,10.36,5
-0.305,2.947,10.563,5
-0.04,2.811,10.632,5
0.199,2.703,10.637,5
0.426,2.631,10.616,5
0.704,2.557,10.506,5
0.907,2.499,10.333,5
1.12,2.497,10.137,6
1.271,2.538,9.857,5
1.367,2.691,9.505,5
1.353,2.875,9.134,5
1.252,3.117,8.779,5
1.13,3.385,8.403,5
1.032,3.641,8.087,5
0.948,3.838,7.862,5
0.869,3.993,7.621,5
0.824,4.154,7.415,5
0.745,4.307,7.156,5
0.618,4.491,6.864,5
0.508,4.635,6.725,5
0.419,4.764,6.665,5
0.402,4.867,6.663,5
0.393,4.963,6.696,5
0.371,4.961,6.802,5
0.371,4.946,6.886,5
0.373,4.927,6.998,5
0.393,4.862,7.065,5
0.436,4.783,7.175,5
0.436,4.707,7.333,5
0.373,4.676,7.604,5
0.311,4.616,7.965,5
0.306,4.515,8.401,6
0.292,4.439,8.801,5
0.318,4.297,9.033,5
0.259,4.218,9.232,5
0.23,4.147,9.423,5
0.237,4.125,9.603,5
0.263,4.08,9.617,5
0.239,4.053,9.579,5
0.282,4.056,9.445,5
0.381,4.06,9.27,5
0.452,4.068,9.093,5
0.493,4.08,8.875,5
0.534,4.135,8.602,5
0.517,4.156,8.377,5
0.484,4.159,8.186,5
0.563,4.156,8.037,5
0.613,4.185,8.023,5
0.692,4.185,8.006,5
0.747,4.151,8.025,5
0.84,4.156,8.092,5
0.919,4.149,8.19,5
0.912,4.106,8.296,5
0.967,4.089,8.418,5
1.015,4.046,8.504,5
1.006,4.027,8.633,6
1.041,3.984,8.66,5
1.041,3.962,8.77,5
1.02,3.924,8.825,5
1.058,3.888,8.832,5
1.041,3.847,8.861,5
1.104,3.821,8.937,5
1.108,3.773,9.043,5
1.077,3.737,9.22,5
1.039,3.783,9.443,5
1.022,3.787,9.581,5
1.046,3.785,9.584,5
1.049,3.828,9.584,5
1.013,3.792,9.603,5
1.015,3.828,9.565,5
1.003,3.802,9.605,5
0.972,3.819,9.593,5
0.972,3.802,9.579,5
1.029,3.833,9.584,5
1.065,3.883,9.615,5
1.116,4.032,9.725,5
1.149,4.257,9.905,5
1.159,4.522,9.933,5
1.164,4.757,9.811,5
1.147,4.87,9.665,6
1.099,4.965,9.625,5
1.003,4.996,9.517,5
0.843,5.099,9.287,5
0.723,5.21,8.964,5
0.438,5.329,8.339,5
0.007,5.415,7.779,5
-0.385,5.36,7.47,5
-0.763,5.181,7.331,5
-1.189,4.958,7.477,5
-1.582,4.712,7.819,5
-1.924,4.534,8.37,5
-2.151,4.336,9.1,5
-2.278,4.096,9.847,5
-2.23,3.811,10.544,5
-2.142,3.488,11.13,5
-2.07,3.194,11.581,5
-1.898,2.902,12.038,5
-1.725,2.665,12.44,5
-1.491,2.475,12.732,5
-1.182,2.358,12.804,5
-0.985,2.332,12.639,5
-0.849,2.382,12.194,5
-0.729,2.538,11.559,5
-0.655,2.665,10.836,5
-0.645,2.835,10.182,6
-0.631,3.055,9.651,5
-0.684,3.23,9.28,5
-0.768,3.385,9.04,5
-0.815,3.562,8.777,5
-0.885,3.689,8.605,5
-0.854,3.852,8.348,5
-0.763,4.06,8.123,5
-0.648,4.235,8.016,5
-0.629,4.345,7.874,5
-0.622,4.388,7.704,5
-0.665,4.345,7.522,5
-0.772,4.324,7.484,5
-0.83,4.247,7.568,5
-0.921,4.211,7.69,5
-1.007,4.149,7.853,5
-1.081,4.075,8.049,5
-1.189,3.967,8.229,5
-1.22,3.783,8.463,5
-1.256,3.601,8.631,5
-1.268,3.344,8.82,5
-1.256,3.079,9.014,5
-1.225,2.899,9.177,5
-1.153,2.784,9.325,5
-1.031,2.698,9.435,6
-0.89,2.638,9.557,5
-0.679,2.626,9.584,5
-0.509,2.576,9.536,5
-0.31,2.576,9.409,5
-0.133,2.593,9.232,5
0,2.578,8.995,5
0.177,2.612,8.688,5
0.347,2.65,8.36,5
0.496,2.732,8.044,5
0.591,2.801,7.803,5
0.63,2.916,7.628,5
0.658,3,7.47,5
0.711,3.143,7.223,5
0.721,3.328,7.034,5
0.701,3.555,6.965,5
0.678,3.713,6.898,5
0.594,3.854,6.747,5
0.452,4,6.742,5
0.409,4.166,6.728,5
0.364,4.283,6.651,5
0.299,4.379,6.665,5
0.254,4.431,6.706,5
0.218,4.475,6.838,5
0.163,4.522,7.01,6
0.086,4.551,7.199,5
-0.042,4.568,7.429,5
-0.181,4.542,7.692,5
-0.27,4.542,7.97,5
-0.31,4.556,8.138,5
-0.289,4.496,8.229,5
-0.231,4.443,8.329,5
-0.222,4.338,8.425,5
-0.131,4.273,8.485,5
-0.102,4.175,8.542,5
-0.016,4.032,8.674,5
0.072,3.989,8.791,5
0.163,3.931,8.913,5
0.266,3.89,9.04,5
0.34,3.878,9.172,5
0.45,3.852,9.323,5
0.555,3.823,9.483,5
0.654,3.807,9.519,5
0.761,3.79,9.615,5
0.855,3.732,9.641,5
0.955,3.704,9.747,5
1.044,3.682,9.84,5
1.061,3.644,9.878,5
1.118,3.663,9.905,6
1.132,3.639,10.063,5
1.166,3.629,10.221,5
1.257,3.598,10.367,5
1.257,3.586,10.369,5
1.226,3.555,10.439,5
1.271,3.416,10.553,5
1.238,3.378,10.532,5
1.14,3.529,10.506,5
1.154,3.656,10.551,5
1.216,3.78,10.7,5
1.271,3.881,10.762,5
1.283,3.926,10.719,5
1.19,3.943,10.647,5
1.144,3.95,10.656,5
1.097,3.945,10.637,5
1.089,3.998,10.606,5
1.08,4.182,10.486,5
1.082,4.343,10.316,5
1.082,4.585,10.06,5
1.049,4.858,9.826,5
1.053,4.989,9.526,5
1.068,5.162,9.134,5
1.075,5.265,8.844,6
1.058,5.214,8.799,5
1.046,5.133,8.808,5
1.097,5.08,8.88,5
1.101,5.006,9.016,5
1.089,4.905,9.239,5
1.029,4.846,9.466,5
0.994,4.721,9.751,5
0.953,4.597,10.123,5
0.845,4.436,10.431,5
0.764,4.24,10.688,5
