sensorspeed,units,gravity,Accuracy
0.603,4.137,10.956,5
0.512,3.929,11.341,5
0.469,3.684,11.662,5
0.419,3.483,11.765,5
0.407,3.354,11.786,5
0.457,3.196,11.753,5
0.527,2.981,11.724,5
0.639,2.839,11.65,5
0.785,2.667,11.554,5
0.934,2.483,11.492,5
1.101,2.389,11.327,5
1.283,2.365,11.174,5
1.434,2.394,10.937,5
1.492,2.463,10.635,5
1.504,2.574,10.302,6
1.499,2.696,9.948,5
1.487,2.813,9.531,5
1.48,2.89,9.124,5
1.484,2.995,8.7,5
1.525,3.136,8.324,5
1.501,3.297,7.98,5
1.501,3.467,7.613,5
1.492,3.665,7.254,5
1.451,3.826,6.972,5
1.506,3.888,6.783,5
1.551,3.919,6.625,5
1.551,3.936,6.56,5
1.556,3.9,6.498,5
1.573,3.919,6.546,5
1.626,3.967,6.725,5
1.671,3.996,6.79,5
1.719,3.989,6.926,5
1.764,3.941,7.079,5
1.784,3.871,7.209,5
1.848,3.787,7.333,5
1.796,3.696,7.427,5
1.657,3.627,7.544,5
1.453,3.617,7.702,5
1.204,3.634,7.824,6
0.996,3.639,8.025,5
0.836,3.61,8.176,5
0.644,3.574,8.303,5
0.517,3.531,8.466,5
0.431,3.462,8.585,5
0.354,3.435,8.684,5
0.338,3.356,8.782,5
0.397,3.292,8.959,5
0.476,3.28,9.129,5
0.615,3.239,9.225,5
0.764,3.22,9.335,5
0.903,3.174,9.361,5
1.058,3.067,9.335,5
1.209,2.966,9.208,5
1.281,2.976,8.973,5
1.24,3.043,8.686,5
1.295,3.122,8.408,5
1.377,3.134,8.193,5
1.439,3.239,8.018,5
1.475,3.366,7.815,5
1.52,3.512,7.585,5
1.508,3.625,7.376,5
1.448,3.802,7.01,5
1.379,3.991,6.73,6
1.331,4.135,6.603,5
1.336,4.206,6.543,5
1.314,4.29,6.481,5
1.319,4.319,6.476,5
1.31,4.393,6.445,5
1.307,4.405,6.459,5
1.219,4.455,6.55,5
1.187,4.477,6.682,5
1.164,4.542,6.802,5
1.154,4.575,6.895,5
1.178,4.621,7.044,5
1.147,4.609,7.214,5
1.168,4.568,7.372,5
1.207,4.58,7.494,5
1.168,4.585,7.647,5
1.178,4.546,7.769,5
1.204,4.51,7.822,5
1.223,4.52,7.882,5
1.204,4.501,8.08,5
1.211,4.479,8.301,5
1.204,4.467,8.547,5
1.209,4.429,8.741,5
1.199,4.434,8.875,5
1.211,4.501,9,6
1.176,4.532,9.091,5
1.089,4.566,9.138,5
0.991,4.642,9.04,5
0.879,4.678,8.916,5
0.804,4.786,8.767,5
0.828,4.867,8.617,5
0.845,4.922,8.471,5
0.8,4.994,8.317,5
0.792,5.013,8.181,5
0.78,5.03,8.166,5
0.79,5.054,8.123,5
0.857,5.032,8.152,5
0.907,4.999,8.279,5
0.96,4.961,8.482,5
0.946,4.872,8.631,5
0.907,4.829,8.708,5
0.883,4.824,8.791,5
0.867,4.807,8.882,5
0.859,4.743,8.923,5
0.859,4.728,8.985,5
0.886,4.747,9.05,5
1.073,4.87,9.088,5
1.396,5.164,9.124,5
1.688,5.612,8.99,5
1.863,5.98,8.751,6
1.884,6.184,8.48,5
1.863,6.134,8.286,5
1.705,6.062,8.171,5
1.441,5.885,7.977,5
1.051,5.715,7.767,5
0.546,5.588,7.412,5
0.005,5.468,7.166,5
-0.44,5.315,7.087,5
-0.794,5.195,7.163,5
-1.062,4.949,7.786,5
-1.29,4.566,8.511,5
-1.316,4.089,9.347,5
-1.275,3.649,10.415,5
-1.359,3.22,11.537,5
-1.378,2.813,12.584,5
-1.227,2.449,13.606,5
-0.973,2.037,14.554,5
-0.686,1.704,15.277,5
-0.361,1.494,15.687,5
-0.095,1.458,15.658,5
0.16,1.568,15.306,5
0.373,1.748,14.657,5
0.488,2.013,13.728,5
0.555,2.265,12.565,6
0.56,2.471,11.3,5
0.407,2.636,10.202,5
0.249,2.818,9.268,5
0.081,3.045,8.667,5
-0.133,3.268,8.231,5
-0.399,3.541,7.937,5
-0.61,3.795,7.8,5
-0.789,4.094,7.671,5
-0.875,4.379,7.637,5
-0.997,4.577,7.661,5
-1.057,4.664,7.709,5
-1.06,4.645,7.836,5
-1.005,4.491,8.013,5
-0.973,4.261,8.147,5
-0.947,4.046,8.322,5
-0.873,3.871,8.494,5
-0.768,3.773,8.672,5
-0.667,3.706,8.808,5
-0.595,3.593,8.954,5
-0.557,3.488,9.091,5
-0.526,3.433,9.249,5
-0.461,3.356,9.275,5
-0.413,3.258,9.287,6
-0.332,3.203,9.323,5
-0.296,3.189,9.273,5
-0.152,3.182,9.15,5
-0.018,3.129,9.067,5
0.05,3.172,8.942,5
0.201,3.203,8.799,5
0.354,3.282,8.554,5
0.457,3.354,8.289,5
0.491,3.416,7.982,5
0.596,3.529,7.695,5
0.699,3.603,7.419,5
0.757,3.68,7.18,5
0.757,3.73,7.02,5
0.857,3.83,6.874,5
0.965,3.962,6.677,5
1.063,4.051,6.584,5
1.183,4.084,6.629,5
1.345,4.113,6.723,5
1.453,4.103,6.823,5
1.468,4.115,6.941,5
1.52,4.161,7.02,5
1.556,4.221,7.048,5
1.628,4.24,7.077,5
1.664,4.264,7.125,5
1.657,4.288,7.175,6
1.587,4.345,7.266,5
1.489,4.35,7.36,5
1.326,4.376,7.446,5
1.164,4.539,7.577,5
0.998,4.637,7.709,5
0.876,4.716,7.798,5
0.821,4.791,7.944,5
0.723,4.858,8.054,5
0.539,4.927,8.087,5
0.321,4.973,8.202,5
0.18,5.056,8.255,5
0.122,5.087,8.272,5
0.129,5.107,8.19,5
0.206,5.08,8.135,5
0.263,5.047,8.078,5
0.357,4.939,8.078,5
0.498,4.843,8.107,5
0.678,4.752,8.207,5
0.828,4.673,8.334,5
0.96,4.594,8.425,5
1.044,4.561,8.482,5
1.104,4.551,8.617,5
1.14,4.522,8.722,5
1.176,4.587,8.889,6
1.156,4.592,8.995,5
1.144,4.664,9.079,5
1.085,4.731,9.131,5
0.989,4.805,9.098,5
0.91,4.81,9.105,5
0.843,4.815,9.115,5
0.773,4.872,9.138,5
0.721,4.908,9.198,5
0.685,4.886,9.251,5
0.646,4.915,9.352,5
0.651,4.894,9.373,5
0.606,4.894,9.498,5
0.531,4.922,9.546,5
0.481,4.944,9.622,5
0.469,4.961,9.66,5
0.464,4.956,9.675,5
0.452,4.927,9.756,5
0.539,4.882,9.847,5
0.658,4.908,9.9,5
0.869,5.023,9.917,5
1.13,5.183,9.854,5
1.271,5.332,9.775,5
1.408,5.447,9.593,5
1.566,5.475,9.385,6
1.69,5.473,9.294,5
1.738,5.454,9.143,5
1.616,5.437,8.973,5
1.398,5.399,8.83,5
1.132,5.382,8.748,5
0.864,5.265,8.643,5
0.57,5.131,8.844,5
0.347,5.044,9.136,5
0.172,5.018,9.553,5
0.057,4.985,9.905,5
0.01,4.889,10.261,5
0.01,4.736,10.702,5
0.079,4.484,11.147,5
0.196,4.271,11.53,5
0.342,4.012,11.669,5
0.51,3.79,11.71,5
0.697,3.574,11.616,5
0.881,3.378,11.506,5
1.097,3.184,11.353,5
1.326,2.899,11.14,5
1.537,2.744,10.826,5
1.647,2.672,10.451,5
1.753,2.631,10.106,5
1.875,2.645,9.716,6
1.956,2.686,9.388,5
2.011,2.77,9.019,5
2.028,2.868,8.703,5
2.025,2.954,8.49,5
1.911,3.072,8.272,5
1.812,3.237,8.001,5
1.726,3.392,7.726,5
1.683,3.558,7.403,5
1.628,3.728,7.099,5
1.547,3.83,6.89,5
1.511,3.917,6.828,5
1.494,3.989,6.902,5
1.436,4.017,7.18,5
1.441,4.008,7.537,5
1.422,3.998,7.898,5
1.336,3.874,8.214,5
1.257,3.857,8.516,5
1.209,3.826,8.746,5
1.154,3.797,8.978,5
1.14,3.661,9.265,5
1.164,3.507,9.399,5
1.123,3.368,9.402,5
1.056,3.294,9.481,5
0.958,3.23,9.584,6
0.876,3.167,9.646,5
0.795,3.112,9.656,5
0.713,3.076,9.615,5
0.577,3.103,9.546,5
0.438,3.143,9.428,5
0.364,3.206,9.332,5
0.326,3.275,9.222,5
0.33,3.342,9.067,5
0.316,3.392,8.88,5
0.306,3.469,8.705,5
0.316,3.481,8.509,5
0.359,3.524,8.296,5
0.378,3.565,8.131,5
0.381,3.598,8.056,5
0.364,3.632,7.973,5
0.333,3.704,7.894,5
0.326,3.751,7.858,5
0.371,3.799,7.872,5
0.433,3.866,7.886,5
0.452,3.977,7.886,5
0.527,3.977,7.824,5
0.649,3.993,7.707,5
0.761,4.048,7.532,5
0.905,4.053,7.372,6
0.991,4.063,7.269,5
1.065,4.06,7.175,5
1.08,4.13,7.123,5
1.087,4.216,7.099,5
1.029,4.278,7.161,5
0.929,4.333,7.154,5
0.819,4.412,7.158,5
0.709,4.448,7.245,5
0.591,4.513,7.297,5
0.527,4.544,7.376,5
0.462,4.625,7.47,5
0.457,4.621,7.573,5
0.515,4.604,7.688,5
0.555,4.597,7.831,5
0.57,4.551,7.941,5
0.606,4.501,8.016,5
0.62,4.496,8.075,5
0.618,4.467,8.202,5
0.618,4.501,8.408,5
0.62,4.52,8.535,5
0.598,4.501,8.717,5
0.594,4.494,8.906,5
0.575,4.52,9,6
0.56,4.566,9.057,5
0.637,4.577,9.004,5
0.706,4.647,8.899,5
0.721,4.673,8.674,5
0.776,4.695,8.478,5
0.802,4.664,8.303,5
0.836,4.606,8.178,5
0.843,4.57,8.116,5
0.795,4.561,8.174,5
0.723,4.561,8.274,5
0.687,4.577,8.459,5
0.701,4.544,8.688,5
0.646,4.57,8.87,5
0.62,4.568,8.983,5
0.577,4.53,9.019,5
0.548,4.427,9.064,5
0.603,4.34,9.146,5
0.709,4.182,9.335,5
0.8,4.084,9.569,5
0.845,3.981,9.859,5
0.9,3.902,10.082,5
0.977,3.85,10.273,5
1.013,3.847,10.348,5
0.979,3.857,10.415,6
1.061,3.931,10.285,5
1.228,4.022,10.182,5
1.448,4.297,10.096,5
1.604,4.692,9.854,5
1.695,5.056,9.478,5
1.678,5.229,9.191,5
1.571,5.255,9.026,5
1.475,5.162,9.012,5
1.458,5.004,8.976,5
1.345,5.004,8.82,5
1.214,5.075,8.746,5
1.108,5.047,8.698,5
0.934,5.059,8.571,5
0.649,4.989,8.473,5
0.294,4.874,8.569,5
-0.047,4.683,8.77,5
-0.353,4.427,9.081,5
-0.612,4.154,9.529,5
-0.799,3.869,10.063,5
-0.892,3.644,10.573,5
-0.878,3.423,11.061,5
-0.813,3.222,11.54,5
-0.71,3.079,11.889,5
-0.583,2.947,12.138,6
-0.454,2.858,12.194,5
-0.325,2.851,12.124,5
-0.152,2.842,11.851,5
0.024,2.937,11.344,5
0.206,3.048,10.673,5
0.357,3.16,10.077,5
0.4,3.265,9.56,5
0.393,3.368,9.1,5
0.395,3.462,8.708,5
0.395,3.567,8.456,5
0.366,3.634,8.296,5
0.292,3.778,8.169,5
0.294,3.874,8.166,5
0.244,3.941,8.152,5
0.16,4,8.188,5
0.072,3.993,8.341,5
0.012,3.986,8.55,5
-0.095,3.926,8.741,5
-0.207,3.874,8.866,5
-0.303,3.804,8.983,5
-0.392,3.751,9.033,5
-0.499,3.787,9.105,5
-0.602,3.771,9.213,5
-0.705,3.708,9.349,6
-0.772,3.689,9.455,5
-0.823,3.639,9.49,5
-0.854,3.646,9.486,5
-0.887,3.627,9.414,5
-0.861,3.582,9.318,5
-0.861,3.55,9.146,5
-0.856,3.505,8.937,5
-0.863,3.493,8.684,5
-0.768,3.479,8.466,5
-0.665,3.51,8.181,5
-0.509,3.553,8.011,5
-0.375,3.62,7.862,5
-0.248,3.711,7.637,5
-0.119,3.804,7.455,5
0.06,3.845,7.269,5
0.215,3.9,6.981,5
0.378,3.936,6.67,5
0.543,3.931,6.479,5
0.704,3.91,6.352,5
0.843,3.941,6.222,5
1.003,3.974,6.201,5
1.128,3.943,6.215,5
1.197,3.998,6.16,5
1.264,4.123,6.251,6
1.326,4.216,6.426,5
1.422,4.281,6.567,5
1.539,4.288,6.634,5
1.606,4.278,6.663,5
1.616,4.257,6.653,5
1.662,4.242,6.649,5
1.726,4.252,6.694,5
1.705,4.259,6.718,5
1.671,4.233,6.689,5
1.64,4.233,6.768,5
1.563,4.269,6.912,5
1.513,4.266,7.032,5
1.432,4.254,7.271,5
1.295,4.242,7.594,5
1.106,4.305,7.949,5
0.996,4.326,8.298,5
0.917,4.317,8.631,5
0.845,4.288,8.978,5
0.737,4.247,9.229,5
0.692,4.226,9.536,5
0.694,4.185,9.799,5
0.778,4.111,9.981,5
0.883,4.056,10.146,5
0.989,3.953,10.281,5
0.994,3.838,10.446,6
1.111,3.747,10.565,5
1.221,3.677,10.611,5
1.331,3.649,10.534,5
1.403,3.598,10.314,5
1.451,3.56,9.974,5
1.602,3.526,9.665,5
1.755,3.512,9.366,5
1.934,3.548,8.911,5
2.092,3.517,8.494,5
2.286,3.498,8.025,5
2.406,3.452,7.692,5
2.444,3.44,7.479,5
2.349,3.435,7.46,5
2.284,3.445,7.735,5
2.109,3.531,8.152,5
1.944,3.548,8.641,5
1.791,3.593,9.294,5
1.681,3.629,9.775,5
1.63,3.701,10.151,5
1.659,3.795,10.331,5
1.753,3.936,10.3,5
1.899,4.101,10.211,5
2.023,4.281,10.055,6
2.081,4.364,9.73,5
2.176,4.417,9.466,5
2.078,4.41,9.265,5
1.879,4.439,9.052,5
1.717,4.46,8.928,5
1.556,4.498,8.923,5
1.379,4.522,9.004,5
1.176,4.556,9.1,5
0.946,4.539,9.258,5
0.807,4.427,9.565,5
0.646,4.343,9.948,5
0.498,4.163,10.249,5
0.493,3.989,10.7,5
0.546,3.847,11.198,5
0.567,3.682,11.676,5
0.618,3.546,12.04,5
0.742,3.33,12.249,5
0.883,3.127,12.354,5
0.998,2.933,12.33,5
1.132,2.784,12.244,5
1.274,2.593,12.074,5
1.511,2.437,11.877,5
1.755,2.286,11.631,5
1.98,2.186,11.315,6
2.21,2.152,10.893,5
2.454,2.179,10.609,5
2.72,2.229,10.297,5
2.962,2.281,10.017,5
3.146,2.337,9.689,5
3.292,2.332,9.366,5
3.405,2.36,9.105,5
3.495,2.396,8.806,5
3.543,2.48,8.571,5
3.493,2.631,8.425,5
3.378,2.794,8.37,5
3.232,2.952,8.274,5
3.096,3.1,8.14,5
2.962,3.198,8.035,5
2.78,3.232,7.961,5
2.552,3.242,7.937,5
2.363,3.249,7.999,5
2.193,3.287,8.135,5
1.982,3.292,8.348,5
1.829,3.304,8.487,5
1.705,3.323,8.59,5
1.544,3.323,8.662,5
1.415,3.22,8.746,5
1.288,3.064,8.842,6
1.211,2.916,9.004,5
1.111,2.799,9.146,5
1.08,2.72,9.361,5
1.025,2.629,9.644,5
0.958,2.526,9.996,5
0.859,2.444,10.166,5
0.812,2.423,10.312,5
0.831,2.387,10.333,5
0.938,2.384,10.326,5
1.065,2.36,10.254,5
1.128,2.327,10.075,5
1.171,2.329,9.912,5
1.274,2.305,9.701,5
1.355,2.332,9.522,5
1.439,2.341,9.34,5
1.525,2.394,9.174,5
1.556,2.451,9.045,5
1.571,2.526,8.846,5
1.585,2.542,8.588,5
1.571,2.617,8.329,5
1.537,2.734,8.126,5
1.539,2.832,7.97,5
1.587,2.897,7.846,5
1.587,2.969,7.673,6
1.542,3.06,7.556,5
1.468,3.158,7.496,5
1.353,3.242,7.434,5
1.262,3.306,7.415,5
1.187,3.383,7.542,5
1.142,3.45,7.68,5
1.13,3.51,7.867,5
1.113,3.57,8.044,5
1.159,3.62,8.169,5
1.164,3.653,8.224,5
1.173,3.617,8.198,5
1.192,3.591,8.174,5
1.231,3.572,8.238,5
1.211,3.562,8.368,5
1.211,3.562,8.454,5
1.202,3.574,8.557,5
1.18,3.572,8.662,5
1.187,3.579,8.731,5
1.176,3.589,8.875,5
1.12,3.57,9.024,5
1.108,3.572,9.036,5
1.085,3.567,9.177,5
1.029,3.541,9.318,5
0.974,3.517,9.399,5
0.91,3.512,9.579,6
0.943,3.526,9.723,5
0.953,3.517,9.694,5
0.994,3.498,9.605,5
1.025,3.543,9.632,5
1.034,3.481,9.67,5
1.037,3.45,9.682,5
1.108,3.44,9.725,5
1.137,3.416,9.744,5
1.101,3.423,9.692,5
1.082,3.469,9.653,5
1.001,3.502,9.663,5
0.953,3.534,9.665,5
0.917,3.598,9.699,5
0.907,3.605,9.639,5
0.903,3.608,9.596,5
0.883,3.615,9.541,5
0.941,3.57,9.455,5
1.008,3.56,9.361,5
1.022,3.51,9.277,5
1.049,3.45,9.299,5
1.104,3.378,9.399,5
1.097,3.299,9.557,5
1.051,3.198,9.761,5
1.015,3.129,9.964,6
0.979,3.074,10.151,5
1.017,2.99,10.345,5
1.08,2.921,10.482,5
1.111,2.916,10.537,5
1.173,2.882,10.496,5
1.345,2.945,10.386,5
1.554,3.079,10.206,5
1.733,3.337,10.005,5
1.803,3.668,9.732,5
1.729,3.857,9.407,5
1.549,3.95,9.129,5
1.329,3.9,9.059,5
1.015,3.859,9.019,5
0.766,3.859,8.906,5
0.534,3.957,8.858,5
0.335,4.106,8.813,5
0.132,4.226,8.83,5
-0.071,4.18,8.892,5
-0.305,4.12,8.978,5
-0.502,3.962,9.11,5
-0.669,3.737,9.352,5
-0.82,3.479,9.696,5
-0.892,3.198,10.029,6
-0.918,2.916,10.417,5
-0.883,2.722,10.735,5
-0.921,2.571,11.028,5
-0.909,2.406,11.272,5
-0.832,2.305,11.49,5
-0.765,2.188,11.691,5
-0.645,2.133,11.791,5
-0.475,2.164,11.796,5
-0.279,2.183,11.66,5
-0.097,2.289,11.322,5
0.048,2.356,10.769,5
0.103,2.43,10.19,5
0.093,2.538,9.682,5
0.098,2.609,9.285,5
0.026,2.7,9.026,5
-0.049,2.835,8.894,5
-0.124,2.882,8.784,5
-0.114,2.937,8.746,5
-0.061,3.024,8.741,5
-0.028,3.155,8.758,5
0.043,3.234,8.736,5
0.089,3.316,8.806,5
0.165,3.359,8.772,5
0.196,3.361,8.693,5
0.168,3.316,8.667,6
0.134,3.294,8.641,5
0.053,3.273,8.676,5
0,3.289,8.696,5
0.01,3.251,8.763,5
-0.037,3.251,8.83,5
-0.104,3.311,8.858,5
-0.176,3.282,8.875,5
-0.243,3.268,8.969,5
-0.32,3.201,9.04,5
-0.37,3.119,9.115,5
-0.37,3.036,9.218,5
-0.325,2.966,9.32,5
-0.267,2.945,9.399,5
-0.119,2.918,9.493,5
0.053,2.914,9.498,5
0.239,2.959,9.44,5
0.46,2.942,9.27,5
0.73,2.902,9.024,5
0.991,2.911,8.837,5
1.192,2.935,8.571,5
1.331,2.99,8.327,5
1.451,3.131,8.126,5
1.492,3.261,7.968,5
1.527,3.4,7.764,6
1.623,3.483,7.568,5
1.757,3.574,7.417,5
1.865,3.692,7.206,5
1.944,3.778,6.967,5
1.99,3.835,6.826,5
1.975,3.977,6.735,5
1.937,3.996,6.684,5
1.889,4.068,6.737,5
1.851,4.156,6.876,5
1.769,4.226,7.044,5
1.64,4.273,7.302,5
1.515,4.333,7.625,5
1.401,4.364,7.927,5
1.298,4.343,8.135,5
1.238,4.333,8.32,5
1.195,4.312,8.468,5
1.104,4.295,8.552,5
1.037,4.247,8.65,5
0.948,4.233,8.724,5
0.886,4.206,8.822,5
0.768,4.137,8.918,5
0.706,4.039,8.94,5
0.706,3.936,9.012,5
0.716,3.857,9.17,6
0.773,3.744,9.306,5
0.876,3.651,9.536,5
0.96,3.593,9.744,5
1.02,3.591,9.953,5
1.07,3.605,10.087,5
1.094,3.617,10.173,5
1.144,3.62,10.206,5
1.19,3.613,10.182,5
1.243,3.584,10.053,5
1.276,3.57,9.864,5
1.324,3.579,9.706,5
1.331,3.591,9.524,5
1.367,3.661,9.33,5
1.348,3.766,9.136,5
1.302,3.833,9.026,5
1.29,3.914,8.983,5
1.243,3.991,8.949,5
1.137,4.077,8.882,5
1.017,4.125,8.904,5
0.9,4.149,9.038,5
0.8,4.175,9.318,5
0.61,4.206,9.581,5
0.467,4.18,9.718,5
0.378,4.156,9.806,6
0.34,4.108,9.921,5
0.218,4.053,10.034,5
0.11,4.005,10.113,5
0.134,3.969,10.194,5
0.153,3.9,10.202,5
0.223,3.847,10.187,5
0.381,3.809,10.125,5
0.555,3.85,9.974,5
0.886,3.926,9.739,5
1.185,4.142,9.33,5
1.36,4.317,8.897,5
1.417,4.345,8.564,5
1.472,4.249,8.119,5
1.278,4.202,7.716,5
0.982,4.264,7.733,5
0.68,4.338,8.052,5
0.409,4.408,8.427,5
0.115,4.542,8.736,5
-0.167,4.642,8.928,5
-0.511,4.695,9.021,5
-0.873,4.683,9.32,5
-1.167,4.551,9.739,5
-1.495,4.324,10.123,5
-1.713,4.02,10.556,6
-1.977,3.751,11.018,5
-2.175,3.577,11.394,5
-2.197,3.404,11.705,5
-2.151,3.273,12.009,5
-2.013,3.16,12.196,5
-1.708,3.038,12.15,5
-1.318,2.904,11.925,5
-0.899,2.779,11.595,5
-0.423,2.665,11.164,5
-0.033,2.569,10.575,5
0.249,2.562,10.096,5
0.5,2.6,9.663,5
0.646,2.698,9.155,5
0.718,2.77,8.767,5
0.68,2.906,8.396,5
0.678,3.107,8.032,5
0.608,3.354,7.714,5
0.51,3.627,7.386,5
0.345,3.898,7.185,5
0.189,4.242,7.015,5
0.029,4.542,6.95,5
-0.114,4.774,6.919,5
-0.236,4.896,6.953,5
-0.38,4.958,6.972,6
-0.466,4.961,6.972,5
-0.624,4.92,7.01,5
-0.713,4.87,7,5
-0.739,4.812,6.893,5
-0.796,4.752,6.761,5
-0.88,4.7,6.682,5
-0.988,4.568,6.431,5
-1.184,4.616,6.203,5
-1.347,4.738,6.316,5
-1.476,4.743,6.567,5
-1.742,4.661,6.972,5
-2.029,4.501,7.484,5
-2.175,4.288,8.049,5
-2.293,4.056,8.643,5
-2.353,3.907,9.172,5
-2.257,3.807,9.522,5
-1.953,3.653,9.814,5
-1.529,3.419,10,5
-1.069,3.201,10.017,5
-0.59,2.971,9.943,5
-0.1,2.813,9.797,5
0.323,2.684,9.565,5
0.757,2.518,9.404,5
1.089,2.471,9.165,6
1.36,2.499,8.995,5
1.611,2.588,8.911,5
1.772,2.653,8.755,5
1.781,2.777,8.533,5
1.76,2.894,8.277,5
1.712,3.129,7.937,5
1.568,3.404,7.647,5
1.434,3.641,7.46,5
1.286,3.816,7.261,5
1.135,3.984,7.135,5
1.015,4.087,7.003,5
0.881,4.242,6.909,5
0.766,4.355,6.864,5
0.589,4.46,6.898,5
0.285,4.573,6.876,5
0.146,4.633,6.972,5
0.055,4.676,7.147,5
-0.057,4.688,7.379,5
-0.1,4.654,7.668,5
-0.188,4.645,7.949,5
-0.272,4.621,8.217,5
-0.179,4.549,8.478,5
-0.095,4.419,8.688,5
-0.004,4.312,8.964,6
0.081,4.187,9.146,5
0.187,4.041,9.275,5
0.397,3.883,9.313,5
0.625,3.704,9.308,5
0.797,3.605,9.268,5
0.967,3.543,9.265,5
1.099,3.519,9.246,5
1.156,3.558,9.162,5
1.18,3.605,9.057,5
1.125,3.701,9.002,5
1.008,3.869,8.985,5
0.869,3.969,8.882,5
0.73,4.084,8.803,5
0.584,4.204,8.854,5
0.5,4.214,8.995,5
0.486,4.271,9.088,5
0.44,4.273,9.256,5
0.4,4.285,9.366,5
0.452,4.288,9.476,5
0.584,4.238,9.553,5
0.742,4.151,9.593,5
0.845,4.101,9.565,5
0.96,4.02,9.56,5
1.029,3.977,9.522,6
1.106,3.929,9.517,5
1.132,3.883,9.517,5
1.123,3.835,9.61,5
1.135,3.847,9.677,5
1.178,3.878,9.706,5
1.152,3.9,9.701,5
1.094,3.972,9.737,5
1.07,3.998,9.751,5
1.092,3.957,9.682,5
1.082,3.965,9.66,5
1.041,3.981,9.581,5
1.008,3.991,9.553,5
0.927,4,9.565,5
0.807,4.072,9.636,5
0.761,4.149,9.636,5
0.733,4.247,9.584,5
0.742,4.47,9.555,5
0.812,4.683,9.495,5
0.819,4.913,9.332,5
0.773,5.023,9.172,5
0.658,4.987,9.024,5
0.534,4.872,8.887,5
0.388,4.771,8.753,5
0.187,4.688,8.581,5
0.041,4.642,8.38,6
-0.205,4.623,8.219,5
-0.473,4.568,8.212,5
-0.82,4.472,8.346,5
-1.105,4.338,8.645,5
-1.414,4.185,9.057,5
-1.697,4.022,9.56,5
-1.89,3.799,10.048,5
-1.953,3.567,10.446,5
-1.969,3.196,10.92,5
-2.032,2.856,11.277,5
-2.022,2.614,11.533,5
-1.847,2.365,11.892,5
-1.651,2.157,12.215,5
-1.404,2.009,12.411,5
-1.079,1.985,12.459,5
-0.756,2.114,12.337,5
-0.408,2.231,12.019,5
-0.1,2.396,11.535,5
0.134,2.511,10.846,5
0.263,2.643,10.106,5
0.275,2.767,9.445,5
0.278,2.906,8.777,5
0.254,3.016,8.162,6
0.266,3.186,7.752,5
0.294,3.397,7.489,5
0.323,3.582,7.319,5
0.306,3.694,7.221,5
0.311,3.819,7.125,5
0.371,3.869,7.07,5
0.361,3.869,7.072,5
0.35,3.878,7.106,5
0.306,3.814,7.194,5
0.199,3.783,7.278,5
0.022,3.723,7.391,5
-0.147,3.682,7.479,5
-0.344,3.608,7.649,5
-0.535,3.488,7.874,5
-0.679,3.38,8.013,5
-0.77,3.304,8.233,5
-0.823,3.198,8.375,5
-0.902,3.067,8.561,5
-0.95,2.87,8.691,5
-0.993,2.775,8.772,5
-0.981,2.674,8.93,5
-0.887,2.562,9.117,5
-0.818,2.499,9.241,5
-0.667,2.502,9.376,6
-0.394,2.461,9.529,5
-0.145,2.466,9.601,5
0.165,2.451,9.771,5
0.563,2.442,9.972,5
0.96,2.427,10.154,5
1.209,2.36,10.233,5
1.506,2.365,10.245,5
1.774,2.382,10.12,5
2.009,2.394,9.936,5
2.207,2.468,9.596,5
2.327,2.633,9.265,5
2.334,2.736,9.026,5
2.284,2.83,8.775,5
2.162,3.012,8.526,5
2.016,3.215,8.411,5
1.877,3.464,8.396,5
1.683,3.699,8.406,5
1.527,3.924,8.413,5
1.389,4.036,8.427,5
1.176,4.175,8.305,5
1.022,4.295,8.255,5
0.891,4.391,8.25,5
0.761,4.441,8.195,5
0.709,4.503,8.166,5
0.603,4.566,8.176,6
0.515,4.649,8.145,5
0.393,4.714,8.303,5
0.436,4.652,8.406,5
0.407,4.606,8.444,5
0.417,4.592,8.468,5
0.323,4.532,8.499,5
0.287,4.482,8.518,5
0.321,4.408,8.605,5
0.393,4.364,8.71,5
0.529,4.312,8.806,5
0.644,4.295,8.957,5
0.773,4.223,9.05,5
0.905,4.144,9.119,5
1.058,4.068,9.194,5
1.159,3.967,9.208,5
1.235,3.898,9.177,5
1.329,3.874,9.115,5
1.391,3.862,8.969,5
1.413,3.95,8.81,5
1.386,4.005,8.593,5
1.372,4.091,8.437,5
1.391,4.166,8.324,5
1.338,4.226,8.143,5
1.302,4.302,8.008,6
1.211,4.321,7.917,5
1.128,4.362,7.848,5
1.051,4.384,7.886,5
0.986,4.424,8.068,5
0.953,4.424,8.207,5
0.924,4.455,8.432,5
0.819,4.429,8.631,5
0.697,4.422,8.763,5
0.584,4.372,8.904,5
0.519,4.293,9.043,5
0.519,4.194,9.304,5
0.555,4.08,9.629,5
0.627,3.955,9.838,5
0.656,3.907,9.984,5
0.642,3.864,10.094,5
0.745,3.895,10.091,5
0.802,3.998,10.063,5
0.938,4.161,9.948,5
1.171,4.496,9.78,5
1.456,4.961,9.438,5
1.623,5.444,9.014,5
1.568,5.825,8.439,5
1.322,5.873,8.02,5
0.962,5.736,7.829,6
0.486,5.459,7.781,5
-0.004,5.157,7.949,5
-0.507,4.982,8.427,5
-0.871,4.86,8.973,5
-1.048,4.731,9.689,5
-1.165,4.566,10.417,5
-1.22,4.319,11.162,5
-1.098,4.01,11.822,5
-1.055,3.67,12.735,5
